id1	id2	promoterdis	length1	length2	overlap	overlapc
AT2G28260	AT2G08260	234	3201	234	233	A
AT3G46540	AT3G07435	236	2193	215	214	A
AT1G75450	AT1G09557	236	3918	217	216	A
AT3G10230	AT3G02305	237	1884	251	237	C
AT1G54690	AT1G07983	239	791	240	239	A
AT3G26135	AT3G04995	241	1366	236	235	A
AT2G36650	AT2G08815	241	1433	353	241	D
AT3G46950	AT3G07605	242	1595	214	213	A
AT1G06867	AT1G06873	243	347	86	85	A
AT5G53660	AT5G08015	243	1916	373	243	D
AT3G04220	AT3G01445	244	3713	245	244	A
AT2G32480	AT2G08525	244	1553	249	244	C
AT3G57040	AT3G08825	245	2509	231	230	A
AT3G54490	AT3G08400	245	1858	221	220	A
AT3G02980	AT3G01225	246	1848	269	246	C
AT2G26780	AT2G08180	247	13949	232	231	A
AT3G19565	AT3G03835	247	885	371	247	D
AT1G15410	AT1G05163	247	2580	725	247	D
AT3G45980	AT3G07315	247	671	249	247	C
AT3G25450	AT3G04905	248	4146	96	95	A
AT5G15537	AT5G02425	248	4593	678	248	C
AT3G45420	AT3G07125	250	3468	264	250	C
AT5G27020	AT5G04335	251	781	244	243	A
AT2G01860	AT2G04125	253	1790	234	233	A
AT5G09230	AT5G01615	253	2394	225	224	A
AT1G09427	AT1G74205	256	425	946	256	D
AT4G06695	AT4G06705	261	365	151	150	A
AT1G74180	AT1G09423	263	4986	201	200	A
AT1G11720	AT1G04873	264	5620	240	239	A
AT5G49680	AT5G07445	265	12488	284	265	D
AT1G17840	AT1G05337	266	3651	429	266	D
AT1G14460	AT1G05093	267	4538	506	267	C
AT3G03900	AT3G01365	267	2261	397	267	C
AT4G18970	AT4G06860	267	2577	422	267	C
AT2G40004	AT2G09105	268	892	245	244	A
AT1G16820	AT1G05273	271	1819	206	205	A
AT1G17750	AT1G05323	271	3798	225	224	A
AT5G41790	AT5G06205	271	7095	483	271	D
AT5G08230	AT5G01535	272	8732	254	253	A
AT1G05693	AT1G05697	275	317	199	198	A
AT1G26090	AT1G05973	277	2390	269	268	A
AT3G27750	AT3G05285	278	1067	465	278	D
AT4G35540	AT4G09165	279	1764	345	279	D
AT5G20650	AT5G03185	280	624	266	265	A
AT1G71430	AT1G09247	281	713	310	281	D
AT3G25560	AT3G04915	281	3236	260	259	A
AT1G07540	AT1G04593	282	3522	580	282	C
AT3G27475	AT3G05245	285	3303	638	285	D
AT2G32650	AT2G08530	285	992	226	225	A
AT5G04445	AT5G04455	286	457	164	163	A
AT3G15518	AT3G03125	288	556	595	288	D
AT5G20910	AT5G03245	292	1929	270	269	A
AT3G55880	AT3G08605	293	2324	101	100	A
AT2G22820	AT2G22821	293	351	829	293	C
AT1G11410	AT1G04847	294	3556	339	294	D
AT1G79540	AT1G09887	295	3150	300	295	C
AT1G01170	AT1G04013	296	738	249	248	A
AT1G29535	AT1G06287	297	1979	303	297	C
AT2G45540	AT2G09650	298	15418	251	250	A
AT1G17070	AT1G05287	301	2710	393	301	D
AT4G33666	AT4G08815	301	397	222	221	A
AT3G52720	AT3G08280	302	3747	315	302	C
AT5G43068	AT5G06465	302	520	575	302	D
AT4G22280	AT4G07065	302	2183	242	241	A
AT2G02010	AT2G04155	305	2890	320	305	C
AT3G05030	AT3G01555	305	4183	271	270	A
AT4G00925	AT4G03785	305	427	281	280	A
AT3G63140	AT3G09905	306	1722	286	285	A
AT3G41762	AT3G06325	307	1419	308	307	A
AT5G43440	AT5G06505	309	1393	366	309	C
AT4G39970	AT4G09975	310	1867	332	310	C
AT5G24830	AT5G03835	313	2953	290	289	A
AT5G01155	AT5G01195	314	477	92	91	A
AT1G77122	AT1G09713	318	1360	320	318	C
AT1G74300	AT1G09433	322	1302	229	228	A
AT5G60050	AT5G08950	323	2063	269	268	A
AT5G60860	AT5G08980	325	1076	419	325	D
AT1G35550	AT1G35545	326	631	2316	326	D
AT2G34920	AT2G08700	326	3229	209	208	A
AT5G65580	AT5G65575	327	309	1369	308	B
AT4G06643	AT4G05205	329	924	553	329	D
AT4G39860	AT4G09945	329	3481	232	231	A
AT3G29631	AT3G05845	330	448	343	330	C
AT3G44070	AT3G06715	331	1671	250	249	A
AT4G08869	AT4G05625	333	2347	460	333	C
AT2G23945	AT2G07965	334	1510	265	264	A
AT1G28710	AT1G28720	335	3407	72	71	A
AT2G01379	AT2G03945	335	375	277	276	A
AT2G01110	AT2G03895	335	1621	214	213	A
AT5G05430	AT5G05435	335	1438	1362	335	C
AT2G40715	AT2G09170	336	2705	282	281	A
AT1G48960	AT1G07513	337	1250	369	337	D
AT1G76750	AT1G09657	339	682	320	319	A
AT2G41100	AT2G09220	341	2664	395	341	D
AT1G22060	AT1G05707	342	8477	516	342	C
AT3G26470	AT3G05015	342	1711	262	261	A
AT1G01220	AT1G04023	343	4340	330	329	A
AT3G18870	AT3G03785	344	959	241	240	A
AT5G03190	AT5G00905	345	2009	201	200	A
AT3G14467	AT3G02945	346	387	346	345	A
AT1G73100	AT1G09367	346	2928	228	227	A
AT5G07240	AT5G01375	347	2399	331	330	A
AT1G22170	AT1G05723	353	2050	242	241	A
AT4G13960	AT4G06165	354	2488	524	354	C
AT2G45380	AT2G09610	355	3666	364	355	C
AT5G65480	AT5G09385	355	1862	253	252	A
AT5G20720	AT5G03195	356	1777	304	303	A
AT3G13800	AT3G02785	357	3496	328	327	A
AT5G10695	AT5G01815	357	445	441	357	D
AT1G26220	AT1G26208	358	753	5514	358	D
AT5G09995	AT5G01645	358	1336	357	356	A
AT2G06835	AT2G06855	359	519	73	72	A
AT3G62590	AT3G09815	359	2689	360	359	A
AT5G08855	AT5G08865	360	483	139	138	A
AT3G56460	AT3G08665	360	1584	360	359	A
AT3G55320	AT3G08475	361	6542	367	361	C
AT1G75920	AT1G09603	362	3128	625	362	D
AT4G02900	AT4G04345	362	4178	256	255	A
AT1G06650	AT1G04487	362	1480	540	362	D
AT5G47640	AT5G07015	362	1039	441	362	D
AT1G17920	AT1G05357	363	3951	280	279	A
AT4G01700	AT4G03985	363	1198	271	270	A
AT1G06227	AT1G06233	365	524	103	102	A
AT2G47480	AT2G09905	365	792	335	334	A
AT5G67230	AT5G09845	365	1819	403	365	D
AT2G18915	AT2G18917	369	2899	990	369	C
AT4G06235	AT4G06240	370	423	96	95	A
AT5G02905	AT5G02915	373	285	743	284	B
AT3G12650	AT3G02575	374	770	414	374	C
AT2G31570	AT2G08440	375	1782	294	293	A
AT4G10270	AT4G05775	376	477	437	376	D
AT5G06190	AT5G01205	376	994	205	204	A
AT1G64630	AT1G08723	377	2816	407	377	D
AT1G62840	AT1G08577	380	1163	246	245	A
AT3G06780	AT3G01895	380	835	385	380	D
AT1G16720	AT1G05253	382	3334	373	372	A
AT3G15353	AT3G03105	385	737	278	277	A
AT4G02890	AT4G04335	385	1453	343	342	A
AT2G15550	AT2G06455	386	1995	76	75	A
AT3G52105	AT3G08230	388	670	202	201	A
AT5G02830	AT5G00880	388	4143	477	388	C
AT1G01050	AT1G03997	390	1910	283	282	A
AT1G08927	AT1G08933	391	248	199	54	C
AT3G05010	AT3G01545	391	2191	435	391	D
AT2G13105	AT2G05865	397	560	342	341	A
AT3G56480	AT3G08685	398	3264	224	223	A
AT5G05750	AT5G01095	403	1472	440	403	D
AT1G20470	AT1G05557	405	604	659	405	D
AT1G62580	AT1G08533	405	3646	295	294	A
AT1G11530	AT1G04853	407	956	358	357	A
AT1G71480	AT1G09253	407	1247	397	396	A
AT3G02840	AT3G01165	409	1289	210	209	A
AT1G51400	AT1G07737	412	481	220	219	A
AT1G03970	AT1G04233	412	1128	392	391	A
AT5G50365	AT5G07615	415	651	363	362	A
AT4G14710	AT4G06215	416	1727	375	374	A
AT1G45229	AT1G45240	418	4533	72	71	A
AT5G13840	AT5G13845	418	2959	72	71	A
AT1G03660	AT1G04203	418	2499	206	205	A
AT4G16400	AT4G06395	418	2107	425	418	D
AT3G10455	AT3G02325	419	599	242	241	A
AT2G41120	AT2G09230	419	1130	269	268	A
AT3G14362	AT3G02935	420	740	349	348	A
AT4G13580	AT4G06135	424	890	235	234	A
AT5G58540	AT5G08835	425	2182	487	425	D
AT3G44405	AT3G06805	427	1300	245	244	A
AT4G39960	AT4G09955	427	2838	382	381	A
AT3G27185	AT3G05185	429	1264	199	198	A
AT5G13940	AT5G02125	429	5491	528	429	C
AT1G68640	AT1G09003	430	3075	256	255	A
AT1G09650	AT1G04713	434	2110	303	302	A
AT1G67950	AT1G08963	436	1755	397	396	A
AT4G14090	AT4G06175	436	1648	217	216	A
AT5G56510	AT5G08575	437	3401	199	198	A
AT3G61370	AT3G09645	439	2268	319	318	A
AT1G01840	AT1G04067	440	822	515	440	D
AT3G55520	AT3G08515	440	1551	332	331	A
AT3G17630	AT3G03515	441	3299	356	355	A
AT4G19420	AT4G06885	442	4468	249	248	A
AT2G43640	AT2G09495	442	1629	339	338	A
AT5G32082	AT5G04945	443	975	19	18	A
AT5G47730	AT5G07025	444	2899	412	411	A
AT1G02430	AT1G04123	445	1283	304	303	A
AT5G02720	AT5G02725	447	1610	82	81	A
AT3G52860	AT3G08300	448	922	236	235	A
AT5G66720	AT5G09685	449	1892	246	245	A
AT5G13510	AT5G02095	449	829	455	449	D
AT4G18372	AT4G06775	450	1021	398	397	A
AT1G29420	AT1G06257	453	723	342	341	A
AT4G30660	AT4G08305	453	687	299	298	A
AT3G18170	AT3G03635	455	2078	268	267	A
AT1G02305	AT1G04097	455	2381	319	318	A
AT3G46230	AT3G07365	456	671	453	452	A
AT3G07120	AT3G01935	457	1264	503	457	D
AT1G72560	AT1G09323	458	5665	206	205	A
AT3G24200	AT3G04635	459	3669	447	446	A
AT1G23995	AT1G05843	460	300	596	299	B
AT1G22700	AT1G05763	464	1805	272	271	A
AT1G59850	AT1G08273	466	1753	495	466	C
AT1G05835	AT1G04433	467	568	331	330	A
AT1G74730	AT1G09513	467	1002	329	328	A
AT3G22210	AT3G04255	468	684	253	252	A
AT4G01026	AT4G03845	469	1365	269	268	A
AT4G23610	AT4G07165	469	805	463	462	A
AT1G25250	AT1G05943	472	2757	501	472	D
AT1G76700	AT1G09637	473	2721	245	244	A
AT3G46220	AT3G07355	474	5101	224	223	A
AT4G30662	AT4G08315	475	882	454	453	A
AT2G26690	AT2G26692	476	3745	777	476	C
AT3G14130	AT3G02855	476	2664	251	250	A
AT2G03690	AT2G04555	477	1066	231	230	A
AT3G52040	AT3G08225	477	596	459	458	A
AT1G09283	AT1G09277	478	440	374	334	D
AT2G30960	AT2G08425	479	1243	444	443	A
AT1G68945	AT1G09027	480	489	367	366	A
AT3G56310	AT3G08645	480	3034	229	228	A
AT4G37230	AT4G37225	480	1164	695	480	D
AT2G33280	AT2G08560	481	2271	466	465	A
AT3G53530	AT3G08350	481	1533	394	393	A
AT2G07785	AT2G05255	482	902	333	332	A
AT4G30430	AT4G08285	482	1549	469	468	A
AT4G15245	AT4G15242	483	535	1211	483	D
AT1G34370	AT1G06753	483	2116	417	416	A
AT4G03330	AT4G04505	484	1467	295	294	A
AT1G50940	AT1G07703	485	2137	348	347	A
AT2G13275	AT2G05875	486	424	447	383	D
AT1G27300	AT1G06083	486	1056	314	313	A
AT3G61350	AT3G09625	486	1850	227	226	A
AT5G65685	AT5G09435	492	5079	688	492	C
AT3G16250	AT3G03275	492	1327	282	281	A
AT5G67300	AT5G09855	494	1985	258	257	A
AT1G29041	AT1G06213	496	791	494	493	A
AT1G05663	AT1G05673	497	654	111	110	A
AT5G44566	AT5G44569	497	180	705	179	B
AT1G75170	AT1G09537	502	1950	443	442	A
AT3G52130	AT3G08245	504	587	442	441	A
AT5G06320	AT5G01255	505	965	281	280	A
AT3G30305	AT3G06045	506	1396	316	315	A
AT5G63290	AT5G09150	506	1696	437	436	A
AT2G47750	AT2G09955	508	3834	613	508	C
AT3G08900	AT3G02085	511	1864	374	373	A
AT3G14550	AT3G02985	514	2925	314	313	A
AT4G40063	AT4G40065	515	249	1083	248	B
AT1G17140	AT1G05297	515	1861	337	336	A
AT2G17972	AT2G07015	515	674	505	504	A
AT5G12390	AT5G01945	519	1692	227	226	A
AT3G03055	AT3G03065	522	523	199	198	A
AT5G50443	AT5G07635	524	877	248	247	A
AT3G49720	AT3G08075	524	2183	354	353	A
AT2G01630	AT2G04065	525	2642	324	323	A
AT3G54500	AT3G08405	527	3555	266	265	A
AT3G59040	AT3G09175	527	3005	380	379	A
AT5G53370	AT5G07985	527	2095	273	272	A
AT3G45590	AT3G07175	529	1315	305	304	A
AT4G29830	AT4G08225	529	1555	616	529	D
AT1G05205	AT1G04347	530	1073	411	410	A
AT1G22510	AT1G05757	531	1841	329	328	A
AT4G17090	AT4G06665	531	2301	518	517	A
AT1G22500	AT1G05753	532	1376	548	532	D
AT1G71865	AT1G09267	533	1445	254	253	A
AT2G03680	AT2G04545	533	1192	435	434	A
AT5G15800	AT5G02455	533	2920	449	448	A
AT3G55513	AT3G08495	535	549	838	535	C
AT1G78570	AT1G09823	535	2719	348	347	A
AT2G30985	AT2G30984	537	485	710	484	B
AT3G05365	AT3G01625	539	1140	225	224	A
AT4G07835	AT4G05235	540	635	390	389	A
AT1G31200	AT1G06423	540	625	246	245	A
AT4G10480	AT4G05785	540	1256	237	236	A
AT1G19130	AT1G05467	542	1262	373	372	A
AT1G30475	AT1G06337	543	2016	335	334	A
AT2G23090	AT2G07875	544	855	272	271	A
AT4G33240	AT4G08775	545	9116	387	386	A
AT2G33620	AT2G08595	545	2910	453	452	A
AT4G24370	AT4G07260	545	721	210	209	A
AT2G45360	AT2G09605	546	923	237	236	A
AT1G10530	AT1G04803	547	1219	432	431	A
AT1G62600	AT1G08543	549	1952	670	549	D
AT1G15820	AT1G05207	550	1218	358	357	A
AT5G07110	AT5G01295	550	831	302	301	A
AT2G44100	AT2G09510	554	3407	387	386	A
AT5G54300	AT5G08175	554	1408	344	343	A
AT1G16560	AT1G05243	555	2214	499	498	A
AT1G73440	AT1G09383	559	1462	298	297	A
AT3G56870	AT3G08735	560	3288	194	193	A
AT1G74360	AT1G09437	561	3986	327	326	A
AT2G43310	AT2G09435	561	788	201	200	A
AT5G42140	AT5G06285	563	5162	467	466	A
AT1G63770	AT1G08633	564	6780	590	564	C
AT5G03030	AT5G00900	565	1383	234	233	A
AT1G70340	AT1G09167	566	2712	299	298	A
AT2G35680	AT2G08750	567	2255	309	308	A
AT3G25910	AT3G04965	568	1842	269	268	A
AT2G32470	AT2G08520	569	1723	211	210	A
AT5G16560	AT5G02555	569	4904	435	434	A
AT4G16233	AT4G06385	571	733	344	343	A
AT4G27730	AT4G07895	571	2855	216	215	A
AT3G04515	AT3G04535	572	333	264	23	C
AT1G74430	AT1G09457	573	2082	233	232	A
AT1G54953	AT1G08017	574	327	379	130	C
AT1G78040	AT1G09773	576	2645	841	576	D
AT4G33640	AT4G08805	576	942	240	239	A
AT1G36990	AT1G36992	577	3279	846	577	C
AT1G07220	AT1G04567	579	2508	396	395	A
AT1G50900	AT1G07693	579	926	281	280	A
AT5G60630	AT5G08960	579	755	287	286	A
AT5G46910	AT5G06885	580	5041	268	267	A
AT2G34850	AT2G08690	581	2919	583	581	C
AT3G14020	AT3G02825	584	2642	650	584	D
AT1G55270	AT1G08047	584	2130	330	329	A
AT5G16310	AT5G02525	586	1895	328	327	A
AT5G03020	AT5G00895	586	1192	266	265	A
AT5G58320	AT5G08830	588	2659	241	240	A
AT3G51970	AT3G08215	589	1244	236	235	A
AT3G57770	AT3G57765	590	1382	871	590	D
AT2G43790	AT2G09500	590	2626	267	266	A
AT1G18890	AT1G05453	594	3155	671	594	C
AT3G09300	AT3G02165	597	2765	312	311	A
AT2G45243	AT2G45245	598	601	2060	598	D
AT2G22000	AT2G07485	598	892	309	308	A
AT1G07473	AT1G04583	600	924	600	599	A
AT1G49360	AT1G07547	601	2235	591	590	A
AT5G20500	AT5G03165	602	1223	386	385	A
AT2G43160	AT2G09425	603	5596	318	317	A
AT4G23890	AT4G07190	603	877	760	603	C
AT2G41070	AT2G09215	606	2634	347	346	A
AT2G30615	AT2G08405	609	1502	420	419	A
AT2G38470	AT2G08965	610	2404	272	271	A
AT4G25510	AT4G07405	613	752	614	613	A
AT4G19150	AT4G06875	614	1411	416	415	A
AT4G25880	AT4G25885	616	4486	797	616	D
AT1G06515	AT1G04477	617	1548	384	383	A
AT1G72070	AT1G09297	618	1298	398	397	A
AT5G67540	AT5G09925	618	2350	280	279	A
AT1G76890	AT1G76892	619	2251	309	308	A
AT4G04078	AT4G04077	621	108	826	107	B
AT2G06845	AT2G05015	622	2566	689	622	D
AT1G06460	AT1G04467	625	2393	472	471	A
AT4G18395	AT4G06780	625	546	692	545	B
AT4G22235	AT4G22233	625	704	1022	625	D
AT2G21185	AT2G21187	632	452	1206	451	B
AT4G10730	AT4G05810	632	5461	234	233	A
AT2G07680	AT2G05405	636	7991	218	217	A
AT3G10150	AT3G02285	637	1808	326	325	A
AT2G29420	AT2G08340	638	898	636	635	A
AT2G33845	AT2G08635	638	1827	518	517	A
AT5G02590	AT5G00870	638	1030	306	305	A
AT1G22250	AT1G05733	640	903	637	636	A
AT1G43605	AT1G07173	643	1196	233	232	A
AT5G48810	AT5G07285	645	1142	502	501	A
AT5G66880	AT5G09785	645	2339	383	382	A
AT1G64280	AT1G08667	647	2466	214	213	A
AT1G79660	AT1G09897	651	1105	391	390	A
AT4G04415	AT4G04875	655	1336	231	230	A
AT1G13690	AT1G05017	655	1024	222	221	A
AT1G09880	AT1G04747	656	4757	200	199	A
AT3G02245	AT3G01105	657	961	592	591	A
AT1G28390	AT1G06153	658	2310	220	219	A
AT2G22960	AT2G22955	659	2084	854	659	D
AT5G55460	AT5G08285	659	726	310	309	A
AT1G79850	AT1G09927	661	613	678	612	B
AT1G79720	AT1G09913	664	1889	434	433	A
AT4G35630	AT4G09225	664	1513	326	325	A
AT3G56950	AT3G08805	665	1434	203	202	A
AT5G16830	AT5G02595	665	2374	398	397	A
AT2G10455	AT2G05535	666	371	336	39	D
AT1G06500	AT1G04473	667	1259	477	476	A
AT3G03920	AT3G01375	667	1472	246	245	A
ATMG00370	ATMG00360	668	600	71	1	D
AT3G07600	AT3G02025	668	906	244	243	A
AT5G56220	AT5G08445	670	4073	633	632	A
AT1G80890	AT1G09993	673	1027	633	632	A
AT2G47170	AT2G09805	678	2245	517	516	A
AT2G19620	AT2G07245	679	2973	331	330	A
AT1G64561	AT1G08707	681	749	317	316	A
AT3G20230	AT3G03965	683	1327	522	521	A
AT2G46225	AT2G09710	686	2311	426	425	A
AT2G31900	AT2G08485	687	10100	340	339	A
AT1G11750	AT1G04883	690	2180	280	279	A
AT5G58310	AT5G08825	692	1093	355	354	A
AT1G22180	AT1G05727	693	2099	424	423	A
AT1G15040	AT1G05147	694	1497	553	552	A
AT5G18100	AT5G02875	695	1687	405	404	A
AT3G19000	AT3G19002	696	1511	1482	696	C
AT4G21310	AT4G06995	696	1038	458	457	A
AT4G17280	AT4G06685	697	1544	655	654	A
AT1G22840	AT1G05773	698	1177	484	483	A
AT4G04860	AT4G05015	701	1700	217	216	A
AT1G55190	AT1G08037	703	803	782	703	D
AT1G01725	AT1G04047	704	938	451	450	A
AT3G22480	AT3G04275	704	1515	241	240	A
AT2G41110	AT2G09225	705	1117	609	608	A
AT1G59840	AT1G08267	706	2918	242	241	A
AT4G02040	AT4G04055	706	801	782	706	D
AT1G50660	AT1G50659	711	3469	994	711	D
AT2G47560	AT2G09935	711	1035	239	238	A
AT1G11890	AT1G04913	714	2321	434	433	A
AT1G49720	AT1G07587	714	2522	620	619	A
AT4G17390	AT4G06695	714	1557	365	364	A
AT2G42230	AT2G09345	715	3197	203	202	A
AT1G07705	AT1G07702	716	4437	81	80	A
AT4G12050	AT4G05945	717	2515	207	206	A
AT1G50570	AT1G07653	717	1998	298	297	A
AT3G62830	AT3G09875	719	3172	731	719	D
AT4G36730	AT4G09375	719	2866	461	460	A
AT3G58540	AT3G09135	720	830	271	270	A
AT2G38340	AT2G08960	721	1220	205	204	A
AT5G42320	AT5G06295	721	3065	395	394	A
AT1G14370	AT1G05077	725	2643	334	333	A
AT1G34000	AT1G06717	726	938	334	333	A
AT5G01155	AT5G06165	727	477	1048	476	B
AT2G05915	AT2G05914	727	450	1420	449	B
AT3G59950	AT3G09295	727	3321	203	202	A
AT4G28180	AT4G08015	727	941	438	437	A
AT3G10220	AT3G02295	729	2428	218	217	A
AT3G29645	AT3G05885	732	807	657	656	A
AT3G12510	AT3G02535	733	746	723	722	A
AT3G55310	AT3G08470	734	1283	329	328	A
AT2G15318	AT2G06405	736	708	316	286	C
AT3G14350	AT3G02915	736	4359	206	205	A
AT3G52120	AT3G08240	736	3453	448	447	A
AT2G47380	AT2G09885	739	1125	769	739	D
AT4G01575	AT4G03895	739	740	799	739	B
AT3G46300	AT3G07385	740	970	1623	740	C
AT4G25180	AT4G07365	740	2487	201	200	A
AT2G39270	AT2G09025	742	1703	416	415	A
AT3G21520	AT3G04135	744	835	229	228	A
AT1G04040	AT1G04237	746	1467	298	297	A
AT1G28765	AT1G28950	747	2599	72	71	A
AT4G21063	AT4G06980	749	206	568	23	C
AT1G80420	AT1G80430	751	3372	82	81	A
AT1G31255	AT1G06427	751	947	415	414	A
AT3G22070	AT3G22072	751	781	852	751	C
AT5G25450	AT5G03975	751	1560	299	298	A
AT1G04290	AT1G04295	752	1237	655	654	A
AT4G01940	AT4G04035	752	1213	379	378	A
AT5G08280	AT5G01545	752	2148	420	419	A
AT1G14380	AT1G05083	753	3472	698	697	A
AT4G01897	AT4G04005	754	1140	392	391	A
AT2G28250	AT2G08255	755	4269	397	396	A
AT4G21550	AT4G07020	755	5711	309	308	A
AT1G53708	AT1G07933	756	803	734	733	A
AT1G73030	AT1G09363	756	1228	543	542	A
AT3G56940	AT3G08795	757	1836	259	258	A
AT4G24810	AT4G07290	758	3662	436	435	A
AT3G54790	AT3G08425	759	3531	408	407	A
AT1G76760	AT1G09663	760	1480	383	382	A
AT2G42280	AT2G09350	761	2237	681	680	A
AT3G07510	AT3G01995	761	1009	758	757	A
AT1G74440	AT1G09463	764	3955	313	312	A
AT5G24080	AT5G03685	765	3322	309	308	A
AT1G10850	AT1G04823	765	3018	766	765	A
AT3G49670	AT3G49668	765	3366	757	756	A
AT4G24350	AT4G07255	767	1768	330	329	A
AT1G01160	AT1G04007	769	1706	463	462	A
AT1G26750	AT1G06017	772	1433	297	296	A
AT2G20230	AT2G07265	775	1935	381	380	A
AT3G13530	AT3G02735	778	11313	473	472	A
AT2G22090	AT2G07515	781	2144	802	781	C
AT2G35420	AT2G08730	781	978	687	686	A
AT5G64150	AT5G09185	783	2464	265	264	A
AT1G23110	AT1G05787	788	1885	566	565	A
AT2G23670	AT2G23672	788	679	1014	678	B
AT1G07020	AT1G04537	790	786	410	404	D
AT2G41705	AT2G09300	791	2812	573	572	A
AT5G44563	AT5G06575	792	927	206	205	A
AT2G24360	AT2G08025	793	2434	517	516	A
AT3G22630	AT3G04285	794	1225	398	397	A
AT1G72600	AT1G09327	795	2295	768	767	A
AT2G37550	AT2G37555	795	2414	1558	795	C
AT1G17750	AT1G05327	796	3798	739	738	A
AT1G70760	AT1G09193	797	1149	974	797	D
AT3G24020	AT3G04615	797	942	832	797	D
AT1G65420	AT1G08753	798	1129	753	752	A
AT2G16365	AT2G06615	798	5401	204	203	A
AT3G47000	AT3G07625	798	2890	329	328	A
AT3G04790	AT3G01505	803	971	235	234	A
AT3G47390	AT3G07745	804	5527	243	242	A
AT2G42330	AT2G09370	804	3475	347	346	A
AT2G24350	AT2G08020	805	3439	518	517	A
AT3G47670	AT3G07795	809	1021	220	219	A
AT5G23230	AT5G03585	811	780	1099	779	B
AT1G76850	AT1G09677	813	6555	525	524	A
AT1G50010	AT1G07603	817	2311	600	599	A
AT5G09445	AT5G09443	817	922	1051	817	D
AT3G48120	AT3G48115	826	2642	1757	826	D
AT1G23050	AT1G23052	828	825	828	823	C
AT2G40765	AT2G09190	829	1044	655	654	A
AT4G05060	AT4G05065	829	2477	277	276	A
AT5G27280	AT5G04375	829	967	292	291	A
AT1G29050	AT1G06217	837	2889	432	431	A
AT3G58790	AT3G58795	837	4222	1088	837	C
AT5G14120	AT5G02155	838	2545	374	373	A
AT3G21250	AT3G04085	840	6212	255	254	A
AT1G05005	AT1G04307	841	1009	448	447	A
AT2G07985	AT2G07975	844	232	637	23	D
AT1G10865	AT1G04827	844	1597	800	799	A
AT3G58710	AT3G09145	848	1859	345	344	A
AT4G34410	AT4G08985	849	1385	661	660	A
AT1G05575	AT1G04397	851	710	207	64	D
AT3G52610	AT3G52605	852	2161	998	852	D
AT5G16840	AT5G02605	852	2278	750	749	A
AT3G16050	AT3G03215	853	1270	259	258	A
AT3G09690	AT3G02215	854	2931	577	576	A
AT5G55450	AT5G08275	854	970	683	682	A
AT4G28170	AT4G08005	857	1203	247	246	A
AT1G53400	AT1G07877	860	1843	594	593	A
AT3G12500	AT3G12502	860	1568	1099	860	C
AT1G62720	AT1G08557	863	1619	295	294	A
AT1G09610	AT1G04707	864	1070	874	864	D
AT3G21200	AT3G04055	864	1909	272	271	A
AT1G45229	AT1G45238	866	4533	72	71	A
AT1G80850	AT1G09987	869	2154	714	713	A
AT3G53590	AT3G08355	873	5870	444	443	A
AT3G24860	AT3G04825	873	1058	238	237	A
AT1G09795	AT1G04723	874	3321	557	556	A
AT1G26500	AT1G06003	874	1518	684	683	A
AT2G44860	AT2G09565	875	1678	223	222	A
AT2G40720	AT2G09175	875	2583	273	272	A
AT5G41860	AT5G06235	878	768	853	741	C
AT5G25940	AT5G04185	879	1059	256	255	A
AT2G26880	AT2G26882	880	1194	803	802	A
AT1G18390	AT1G18382	883	4225	860	859	A
AT1G17860	AT1G05347	888	715	885	710	C
AT3G10630	AT3G02365	892	1810	296	295	A
AT5G18937	AT5G02935	893	1072	613	612	A
AT2G46610	AT2G09740	893	2153	491	490	A
AT5G53360	AT5G07975	894	1747	810	809	A
AT1G64970	AT1G08733	897	1900	496	495	A
AT1G09390	AT1G04697	897	2329	643	642	A
AT4G02200	AT4G04075	897	2038	379	378	A
AT1G22050	AT1G05703	906	1477	450	449	A
AT1G02870	AT1G04153	909	1468	460	459	A
AT5G64816	AT5G09275	909	955	591	590	A
AT2G07692	AT2G05245	912	839	431	356	D
AT3G20680	AT3G03975	914	1155	202	201	A
AT5G04760	AT5G00990	917	1060	560	559	A
AT2G10615	AT2G05575	919	1831	356	355	A
AT3G29637	AT3G05855	923	1016	334	333	A
AT1G50700	AT1G07667	923	2819	860	859	A
AT2G19340	AT2G07175	924	2190	860	859	A
AT2G13660	AT2G13665	926	920	917	909	D
AT1G55265	AT1G08043	927	688	918	677	C
AT3G17390	AT3G03475	928	1730	891	890	A
AT3G15352	AT3G03095	928	1308	754	753	A
AT2G05105	AT2G04855	929	601	602	272	C
AT3G20790	AT3G04035	932	2462	278	277	A
AT1G08120	AT1G04643	933	1047	885	884	A
AT1G28715	AT1G28920	935	7116	72	71	A
AT2G47390	AT2G09895	940	4286	271	270	A
AT1G77990	AT1G77992	941	5586	948	941	C
AT2G20500	AT2G07305	941	925	967	924	B
AT3G52110	AT3G08235	942	1900	208	207	A
AT4G24805	AT4G07285	943	945	418	417	A
AT1G09850	AT1G04737	946	2236	501	500	A
AT3G62580	AT3G09795	946	994	387	386	A
AT4G19100	AT4G06870	946	1037	220	219	A
AT3G41762	AT3G41761	948	1419	162	161	A
AT5G27090	AT5G04365	948	958	267	266	A
AT5G39670	AT5G05995	951	889	936	872	C
AT2G36400	AT2G08795	952	2702	227	226	A
AT4G23530	AT4G07130	952	1937	566	565	A
AT2G07739	AT2G07763	956	888	71	1	D
AT4G39040	AT4G09785	957	1433	359	358	A
